batsman,bowler,runs,balls,dismissals
IK Pathan,AA Jhunjhunwala,2,3,0
Mandeep Singh,A Chandila,1,8,1
N Pooran,N Saini,6,5,1
A Symonds,JA Morkel,24,18,0
MEK Hussey,JE Taylor,12,13,1
MS Bisla,DL Vettori,19,13,0
SK Raina,AN Ahmed,26,20,0
S Badrinath,JP Duminy,3,6,0
MR Marsh,DP Nannes,1,5,0
S Sohal,MR Marsh,12,8,1
SR Watson,VY Mahesh,49,20,0
DA Warner,S Sreesanth,20,26,2
JR Hopes,L Balaji,1,1,0
KC Sangakkara,Pankaj Singh,13,7,0
BB McCullum,JD Ryder,12,12,0
MC Henriques,DR Smith,0,1,1
DJ Bravo,SR Watson,28,16,2
KA Pollard,A Singh,2,4,0
PP Chawla,GJ Maxwell,0,1,1
BB McCullum,Washington Sundar,1,2,0
C Ingram,M Ashwin,13,8,0
C Ingram,Washington Sundar,1,1,0
SMSM Senanayake,R Ashwin,2,3,0
MK Pandey,JJ Bumrah,47,23,0
JP Duminy,STR Binny,12,6,1
EJG Morgan,P Awana,9,6,0
RA Jadeja,YA Abdulla,1,5,1
PJ Cummins,Harbhajan Singh,7,6,1
M Vijay,AD Mathews,11,11,2
KD Karthik,O Thomas,10,6,0
CL White,I Sharma,2,2,0
KK Nair,UT Yadav,38,25,2
GB Hogg,HV Patel,7,5,1
PC Valthaty,A Singh,3,5,0
BJ Hodge,R Ashwin,18,13,1
YK Pathan,RW Price,8,4,0
SA Yadav,KV Sharma,9,6,0
Mandeep Singh,S Nadeem,0,2,0
SV Samson,BW Hilfenhaus,13,6,0
R Vinay Kumar,JP Faulkner,22,7,1
MS Gony,SB Jakati,3,4,0
UBT Chand,VR Aaron,0,1,0
BB McCullum,RD Chahar,0,1,1
R Rampaul,SR Watson,3,4,1
SV Samson,GB Hogg,2,5,1
AM Rahane,HH Pandya,54,27,1
M Ali,M Ashwin,4,4,0
A Flintoff,P Kumar,2,2,0
Yuvraj Singh,SR Watson,51,32,0
V Kohli,IK Pathan,92,69,3
JD Ryder,I Sharma,14,8,0
RG Sharma,SJ Srivastava,19,7,0
S Nadeem,R Ashwin,3,8,0
AC Gilchrist,SK Warne,22,12,0
Ishan Kishan,MC Henriques,1,2,0
DJ Bravo,Y Venugopal Rao,18,13,0
BA Stokes,A Mishra,6,3,0
ML Hayden,SE Bond,1,7,0
AL Menaria,S Randiv,1,3,0
JH Kallis,V Sehwag,9,4,0
S Badrinath,PJ Sangwan,24,14,0
F du Plessis,AA Jhunjhunwala,2,6,0
AT Rayudu,YS Chahal,50,64,1
RR Pant,C de Grandhomme,2,2,0
G Gambhir,CJ Anderson,24,14,0
S Dhawan,UT Yadav,87,77,1
MS Dhoni,SR Watson,43,37,3
RA Jadeja,AB Dinda,11,11,0
MS Gony,PP Chawla,7,6,1
KA Pollard,DL Chahar,7,3,0
TG Southee,Imran Tahir,0,1,0
KD Karthik,A Nel,8,6,0
AJ Finch,Imran Tahir,15,12,2
AM Rahane,JD Unadkat,16,14,1
A Mishra,KK Cooper,3,6,0
R Dhawan,JH Kallis,6,4,0
RA Jadeja,S Kaul,10,8,0
R Ashwin,J Searles,6,2,0
R Dravid,A Mishra,26,26,1
RJ Harris,MM Patel,6,5,2
Shakib Al Hasan,PV Tambe,8,7,0
Harbhajan Singh,AR Patel,8,9,0
RS Bopara,Imran Tahir,14,9,0
T Taibu,DW Steyn,0,1,1
DJ Bravo,R Vinay Kumar,46,29,2
WP Saha,Bipul Sharma,1,2,0
SR Watson,MM Sharma,60,48,2
IK Pathan,Mohammad Asif,9,5,1
CH Gayle,K Upadhyay,15,10,0
HH Gibbs,VRV Singh,6,4,0
SR Watson,GD McGrath,10,8,0
DH Yagnik,KA Pollard,17,8,0
MK Pandey,MG Johnson,24,21,0
IR Jaggi,Rashid Khan,2,3,0
A Symonds,SR Watson,12,14,0
SP Goswami,S Nadeem,2,4,0
CA Pujara,UT Yadav,7,6,0
V Sehwag,A Uniyal,17,5,0
JH Kallis,CRD Fernando,11,10,0
DL Vettori,LR Shukla,1,1,0
MS Dhoni,RG Sharma,9,10,0
M Lomror,S Kaul,4,4,1
S Badrinath,B Akhil,1,3,0
SPD Smith,AD Mathews,6,3,0
Shoaib Malik,PP Chawla,2,3,0
P Shaw,R Parag,8,6,0
G Gambhir,Basil Thampi,1,1,0
PA Patel,A Mishra,4,5,1
SK Raina,I Sodhi,12,10,1
SPD Smith,DW Steyn,21,14,1
P Shaw,UT Yadav,5,4,1
SW Billings,VR Aaron,18,9,0
DA Warner,Kuldeep Yadav,53,37,2
SP Goswami,MF Maharoof,2,9,1
BA Stokes,DR Smith,28,15,0
V Sehwag,Joginder Sharma,36,15,1
S Gill,A Mishra,18,14,0
SK Raina,K Paul,1,1,0
AJ Tye,KH Pandya,0,1,0
SK Raina,K Gowtham,28,21,0
SV Samson,CJ Anderson,13,9,0
DR Smith,DJ Bravo,12,5,1
MK Pandey,J Suchith,18,7,0
SA Yadav,SL Malinga,15,10,1
V Sehwag,YS Chahal,10,12,2
DPMD Jayawardene,V Kohli,7,5,0
M Vohra,GJ Maxwell,2,4,1
RV Uthappa,AG Murtaza,1,2,1
TL Suman,CK Langeveldt,2,3,0
BJ Hodge,R Sharma,11,12,1
DJ Jacobs,PP Ojha,7,4,0
DJ Hussey,MK Tiwary,3,2,0
UT Khawaja,A Nehra,9,5,0
KD Karthik,Anureet Singh,8,4,0
M Manhas,NJ Rimmington,5,7,0
S Dhawan,R Bhatia,46,41,2
AT Rayudu,Shivam Sharma,4,4,0
RP Singh,SK Warne,4,4,0
AB de Villiers,Shoaib Ahmed,4,6,1
DJ Hooda,S Lamichhane,3,3,1
STR Binny,A Singh,12,3,0
SR Tendulkar,PD Collingwood,1,2,0
JEC Franklin,R Bhatia,2,3,0
MK Tiwary,P Awana,0,1,1
RV Uthappa,BE Hendricks,5,3,0
HH Gibbs,DW Steyn,24,24,1
LRPL Taylor,Yuvraj Singh,6,6,0
AR Patel,VR Aaron,13,6,0
RG Sharma,M Muralitharan,16,16,1
SP Goswami,SM Pollock,12,14,0
Mohammad Asif,SK Warne,1,1,0
A Nehra,WPUJC Vaas,3,3,0
WD Parnell,A Mishra,6,7,0
EJG Morgan,GB Hogg,0,1,0
N Rana,Basil Thampi,14,8,0
R Sathish,NLTC Perera,4,8,0
KD Karthik,SR Watson,31,31,1
MS Dhoni,AR Patel,70,56,0
MP Stoinis,Kuldeep Yadav,9,5,0
S Gill,Rashid Khan,6,8,0
Misbah-ul-Haq,MM Patel,0,1,1
MM Patel,WPUJC Vaas,2,2,0
R Dravid,DW Steyn,32,31,1
SE Marsh,P Negi,6,7,1
KA Pollard,R McLaren,4,4,1
S Dhawan,Shivam Sharma,3,5,0
Ankit Sharma,Mustafizur Rahman,10,4,0
J Suchith,AR Patel,17,8,0
PJ Sangwan,B Lee,1,2,0
DJ Bravo,DL Vettori,0,1,1
AM Nayar,PP Ojha,9,11,1
DJ Hooda,Anureet Singh,19,9,1
GC Smith,A Nehra,10,15,0
MA Agarwal,MN Samuels,1,4,1
J Arunkumar,IK Pathan,0,1,0
AS Rajpoot,DJ Bravo,1,1,0
W Jaffer,A Singh,1,3,1
GJ Maxwell,JP Faulkner,27,17,1
SC Ganguly,A Symonds,14,19,0
G Gambhir,JH Kallis,28,26,1
AB McDonald,AG Murtaza,5,6,0
J Yadav,Iqbal Abdulla,3,3,0
GH Vihari,TM Dilshan,2,2,0
Ishan Kishan,KC Cariappa,7,7,0
DA Warner,Ankit Soni,17,8,0
S Dube,AR Patel,9,5,0
MV Boucher,MS Gony,2,2,1
R Shukla,AN Ahmed,1,1,0
AM Nayar,TG Southee,0,1,1
FY Fazal,S Sreesanth,3,8,0
AC Gilchrist,A Singh,2,4,1
SR Watson,YK Pathan,1,1,0
F du Plessis,A Mishra,36,36,0
DJ Bravo,GB Hogg,7,7,0
MM Sharma,KA Pollard,0,2,0
KC Sangakkara,P Parameswaran,12,7,0
SR Tendulkar,HV Patel,8,7,1
Sachin Baby,BCJ Cutting,1,2,0
M Vijay,Azhar Mahmood,13,12,0
RV Uthappa,SP Narine,2,6,0
E Lewis,R Ashwin,8,7,0
MS Dhoni,MP Stoinis,17,19,0
V Sehwag,DW Steyn,33,35,2
MD Mishra,JH Kallis,8,6,0
N Rana,J Archer,9,12,1
C de Grandhomme,TM Head,9,5,0
S Anirudha,YK Pathan,7,8,0
S Sohal,DE Bollinger,11,4,0
SK Raina,DJ Bravo,55,32,4
AP Tare,SK Trivedi,8,5,0
KD Karthik,TG Southee,14,12,0
BJ Hodge,AA Chavan,10,6,0
G Gambhir,Rashid Khan,7,10,1
PA Patel,JR Hopes,11,8,0
AJ Finch,AB McDonald,1,3,0
UT Yadav,SP Narine,1,1,0
AS Raut,DR Smith,5,2,0
MJ Clarke,M de Lange,0,1,1
JH Kallis,RV Gomez,2,6,1
STR Binny,R Dhawan,8,10,0
SN Khan,B Kumar,22,5,0
J Yadav,R Ashwin,1,3,0
JP Duminy,PP Ojha,22,23,1
IR Jaggi,J Botha,9,7,0
S Dhawan,MS Gony,9,10,1
DJ Hooda,KC Cariappa,1,1,0
V Shankar,JP Faulkner,7,4,0
MS Bisla,A Kumble,18,17,1
B Chipli,AB Agarkar,14,6,1
AL Menaria,DW Steyn,2,5,0
BB McCullum,Karanveer Singh,6,9,0
Niraj Patel,AB Dinda,7,13,0
MK Pandey,Avesh Khan,1,2,0
RT Ponting,A Nehra,1,2,0
R Dhawan,Mustafizur Rahman,3,2,0
Harbhajan Singh,S Aravind,1,3,1
Mandeep Singh,MJ McClenaghan,11,8,1
R Singh,JJ Bumrah,6,5,2
A Mishra,R Sharma,5,5,0
DJ Hooda,M Morkel,2,2,0
EJG Morgan,PP Ojha,1,5,0
BJ Hodge,UT Yadav,22,18,1
SE Marsh,Y Venugopal Rao,23,14,0
SP Fleming,P Kumar,15,11,0
Harbhajan Singh,I Sharma,26,8,0
CA Lynn,Anureet Singh,2,2,0
KA Pollard,A Zampa,13,6,1
DB Das,JA Morkel,6,10,0
MK Pandey,SB Jakati,11,9,1
JA Morkel,R Sathish,10,6,0
JA Morkel,R Bhatia,2,3,1
RR Pant,Washington Sundar,23,17,0
SK Raina,NLTC Perera,42,27,1
V Kohli,BCJ Cutting,11,10,0
DT Christian,AR Patel,1,2,0
RG Sharma,S Kaul,9,9,1
RA Jadeja,MG Johnson,23,10,0
SPD Smith,JA Morkel,7,10,0
PC Valthaty,A Nehra,1,4,0
DA Warner,NM Coulter-Nile,47,42,1
DL Vettori,KP Appanna,1,2,0
MS Dhoni,S Mavi,8,5,0
C Munro,Rashid Khan,1,6,1
P Negi,BA Stokes,0,1,0
PA Patel,NLTC Perera,3,3,0
SK Warne,Y Venugopal Rao,15,6,0
PA Reddy,RP Singh,7,7,1
BA Stokes,MM Sharma,4,5,0
HH Pandya,CR Woakes,18,6,0
RE Levi,RA Jadeja,15,5,0
R Rampaul,KA Pollard,9,6,0
SR Tendulkar,JE Taylor,0,1,0
BJ Hodge,Anand Rajan,12,5,0
AC Gilchrist,TM Dilshan,13,15,0
TG Southee,JP Faulkner,9,4,0
BB McCullum,AC Thomas,0,1,1
MK Pandey,Swapnil Singh,0,1,0
DJ Bravo,PP Ojha,39,37,3
SK Raina,R Ashwin,37,42,1
A Nehra,NM Coulter-Nile,1,1,0
AB Agarkar,UT Yadav,3,3,0
C de Grandhomme,I Sodhi,1,2,1
AP Tare,AB Dinda,0,7,1
SPD Smith,S Aravind,9,11,1
MK Pandey,S Aravind,16,8,1
WD Parnell,PP Ojha,11,8,0
AT Rayudu,R Ashwin,65,59,4
MA Starc,MG Johnson,8,7,1
AR Patel,S Sharma,8,7,0
V Kohli,P Krishna,38,17,0
AD Russell,MP Stoinis,31,9,0
B Kumar,JJ Bumrah,6,7,0
IK Pathan,D Salunkhe,0,2,0
KM Jadhav,YS Chahal,3,5,0
Q de Kock,Mohammed Siraj,8,5,0
S Gill,KV Sharma,4,3,0
JP Duminy,L Ablish,2,2,0
MR Marsh,J Theron,7,6,0
JD Ryder,KP Pietersen,8,6,0
JP Duminy,BW Hilfenhaus,4,1,0
UBT Chand,S Nadeem,2,3,0
N Saini,SR Watson,0,4,0
MP Stoinis,Mohammed Shami,10,12,0
WP Saha,V Kohli,0,1,1
JP Duminy,DP Nannes,9,10,2
PC Valthaty,DW Steyn,15,18,1
JDP Oram,RA Jadeja,1,1,0
JA Morkel,AB Agarkar,19,8,0
SA Asnodkar,Umar Gul,2,4,1
SP Goswami,MM Patel,0,4,2
JP Faulkner,JO Holder,1,2,1
EJG Morgan,KV Sharma,5,5,1
S Badrinath,Harmeet Singh,13,15,0
KS Williamson,YS Chahal,33,34,1
Ankit Sharma,D Wiese,5,2,0
RR Pant,M Markande,37,17,0
N Rana,Mandeep Singh,13,3,0
KS Williamson,S Mavi,8,4,0
Azhar Mahmood,M Muralitharan,20,12,0
PA Patel,BCJ Cutting,1,1,0
RG Sharma,N Saini,33,19,0
KMDN Kulasekara,P Kumar,4,1,0
CH Morris,DS Kulkarni,5,2,0
N Saini,MM Patel,14,12,0
F du Plessis,JA Morkel,18,12,1
DW Steyn,L Balaji,5,6,1
M Kaif,CRD Fernando,1,3,0
PA Reddy,SK Trivedi,6,6,1
RA Jadeja,H Gurney,15,5,0
Yuvraj Singh,DW Steyn,20,22,1
BAW Mendis,RP Singh,2,3,0
Harbhajan Singh,SK Warne,4,4,0
RV Uthappa,M Muralitharan,57,40,3
RV Uthappa,LA Carseldine,5,4,0
AD Mathews,TG Southee,7,4,0
MJ Clarke,Ankit Sharma,1,2,0
DPMD Jayawardene,P Amarnath,1,2,0
SC Ganguly,SR Watson,25,23,0
SPD Smith,V Pratap Singh,2,3,0
AP Majumdar,SK Trivedi,7,7,0
MK Tiwary,A Nehra,1,2,0
CA Lynn,R Dhawan,6,5,0
JP Faulkner,MK Tiwary,10,4,0
RP Singh,A Mishra,0,1,1
JD Ryder,KMDN Kulasekara,42,27,1
KM Jadhav,RD Chahar,9,12,0
Yuvraj Singh,J Yadav,10,7,0
MA Agarwal,R Vinay Kumar,22,12,1
PR Shah,B Akhil,2,5,1
JP Duminy,DL Vettori,8,4,0
MA Agarwal,S Kaul,23,15,1
SA Asnodkar,GD McGrath,7,4,0
WP Saha,D Wiese,0,1,1
SR Watson,CK Langeveldt,6,5,0
AB de Villiers,S Curran,6,3,0
AB Agarkar,R Bhatia,15,7,0
WP Saha,P Krishna,7,6,0
BA Stokes,JJ Bumrah,15,11,0
K Goel,ST Jayasuriya,2,2,0
RG Sharma,VY Mahesh,18,14,0
MEK Hussey,R Shukla,19,8,0
AP Tare,BW Hilfenhaus,9,4,0
AM Rahane,SP Narine,71,56,4
RE van der Merwe,YA Abdulla,16,4,1
V Kohli,DJ Hussey,2,2,0
BJ Hodge,RS Bopara,0,1,0
STR Binny,MG Johnson,5,17,2
JH Kallis,C Ganapathy,6,4,0
RP Singh,Z Khan,1,1,0
AS Yadav,UT Yadav,10,8,2
CA Lynn,MG Johnson,11,10,0
G Gambhir,ND Doshi,10,5,0
KK Nair,MA Starc,15,15,1
DA Miller,S Sharma,1,3,1
Mandeep Singh,MM Patel,14,7,0
AM Rahane,BJ Rohrer,5,2,0
STR Binny,VR Aaron,2,7,0
Salman Butt,V Sehwag,6,5,0
Yuvraj Singh,Anureet Singh,7,4,1
R Bhatia,RE van der Merwe,0,1,1
RV Uthappa,NLTC Perera,10,10,2
TM Head,DL Chahar,2,4,0
AB de Villiers,DW Steyn,55,23,1
SE Marsh,SB Styris,7,12,1
BB McCullum,DP Nannes,36,16,0
BJ Hodge,ND Doshi,14,5,0
JH Kallis,SR Tendulkar,3,3,0
CL White,T Thushara,11,3,0
MA Agarwal,K Ahmed,2,2,0
MM Sharma,SN Thakur,1,1,0
RV Uthappa,CR Brathwaite,18,18,1
CR Woakes,YS Chahal,2,5,0
JA Morkel,B Lee,6,7,0
KB Arun Karthik,JD Unadkat,1,1,0
P Shaw,Mohammed Siraj,1,1,0
AS Yadav,AS Rajpoot,65,29,0
KS Williamson,SP Narine,22,28,0
MN Samuels,VY Mahesh,3,6,1
S Badrinath,AD Mascarenhas,7,5,0
SR Tendulkar,L Balaji,18,25,1
CA Pujara,A Kumble,2,5,0
KD Karthik,Imran Tahir,31,27,3
SS Tiwary,Azhar Mahmood,1,1,0
Y Gnaneswara Rao,SB Jakati,11,6,0
JH Kallis,DL Vettori,45,43,3
SB Styris,R Bhatia,5,8,0
Yashpal Singh,SR Tendulkar,3,3,0
KD Karthik,AL Menaria,1,3,0
RN ten Doeschate,WD Parnell,3,3,0
JP Duminy,CH Morris,17,7,0
AD Mathews,J Botha,16,13,0
SV Samson,Kuldeep Yadav,39,31,0
NM Coulter-Nile,R Vinay Kumar,3,2,0
MN van Wyk,A Kumble,5,7,0
CL White,R Vinay Kumar,22,17,2
NV Ojha,SL Malinga,20,19,0
S Dhawan,M Ur Rahman,7,5,0
KS Williamson,S Rutherford,9,5,0
DB Das,Harbhajan Singh,17,10,1
DB Ravi Teja,J Botha,3,2,0
Shakib Al Hasan,BB Sran,20,14,0
BJ Hodge,AC Thomas,1,3,0
KH Pandya,R Bhatia,2,3,1
Harpreet Singh,SK Warne,1,2,0
V Sehwag,DJG Sammy,0,1,1
Mohammed Shami,S Sharma,1,1,0
RV Uthappa,J Botha,1,2,0
RV Uthappa,DJ Bravo,32,17,0
CL White,AD Mascarenhas,3,7,0
AL Menaria,M Kartik,11,5,0
NLTC Perera,P Awana,11,8,0
DT Christian,IK Pathan,11,13,0
RT Ponting,R Sharma,2,4,0
BCJ Cutting,HH Pandya,1,2,0
V Kohli,TG Southee,49,39,1
GH Vihari,A Chandila,1,1,0
MK Pandey,M Markande,7,4,1
CH Gayle,AJ Tye,2,4,1
SR Watson,RR Raje,9,7,1
AS Yadav,R Bhatia,12,6,0
JM Kemp,PP Ojha,14,12,1
MS Dhoni,Sandeep Sharma,18,13,0
CJ Anderson,TA Boult,7,4,1
AM Rahane,JJ Bumrah,42,33,0
FY Fazal,PP Ojha,16,9,1
SE Marsh,M Morkel,40,38,2
RG Sharma,B Stanlake,10,6,1
G Gambhir,S Rana,1,3,0
S Dhawan,SJ Srivastava,1,2,0
M Kaif,WPUJC Vaas,2,2,0
A Symonds,KP Appanna,8,5,0
MS Gony,SP Narine,19,7,0
A Mukund,SK Trivedi,1,3,1
N Rana,Washington Sundar,11,8,1
DJ Hussey,MF Maharoof,12,11,1
JD Ryder,NJ Rimmington,8,5,0
DA Warner,AF Milne,17,6,0
RG Sharma,K Paul,8,4,0
Ishan Kishan,JJ Bumrah,8,8,0
Mohammad Hafeez,ST Jayasuriya,0,3,1
JP Faulkner,PP Ojha,4,6,0
SA Yadav,BB Sran,8,3,0
S Nadeem,NLTC Perera,0,1,0
Harbhajan Singh,PJ Sangwan,7,5,0
KA Pollard,YS Chahal,49,37,4
F du Plessis,R Sharma,18,19,1
SA Yadav,PV Tambe,11,8,0
MC Juneja,JD Unadkat,2,3,1
RA Jadeja,BB Sran,16,16,0
AT Rayudu,S Aravind,18,18,0
Shoaib Malik,VRV Singh,5,6,1
Shoaib Akhtar,RR Raje,0,2,1
AD Mathews,A Mishra,22,17,1
AB Agarkar,ST Jayasuriya,1,5,1
B Kumar,L Ngidi,4,6,0
AS Yadav,STR Binny,10,8,1
GC Smith,K Goel,6,4,0
LMP Simmons,WD Parnell,7,6,0
KL Rahul,S Mavi,16,5,0
LMP Simmons,MJ Henry,1,1,0
Shahid Afridi,Joginder Sharma,20,5,0
WP Saha,Z Khan,39,20,0
MK Tiwary,S Badree,3,4,0
DPMD Jayawardene,I Sharma,27,21,3
SR Watson,NM Coulter-Nile,6,6,0
KL Rahul,K Ahmed,11,9,1
RA Jadeja,S Mavi,1,1,0
J Botha,R Sathish,3,4,0
PA Patel,DE Bollinger,9,11,1
M Manhas,KMDN Kulasekara,0,1,1
CJ Jordan,NM Coulter-Nile,0,1,1
SS Tiwary,RJ Harris,2,5,1
SP Jackson,Mohammed Siraj,3,4,0
NV Ojha,A Symonds,7,7,0
Yuvraj Singh,WD Parnell,1,3,0
CA Lynn,R Ashwin,25,15,0
JEC Franklin,SB Jakati,6,4,0
SS Tiwary,K Upadhyay,2,7,0
KJ Abbott,NLTC Perera,1,1,0
DA Miller,AB Dinda,28,16,0
LR Shukla,IK Pathan,6,7,0
SPD Smith,DJ Bravo,64,42,2
PA Reddy,J Botha,18,11,0
SR Tendulkar,MS Gony,17,15,0
RA Jadeja,JEC Franklin,1,1,0
AT Rayudu,V Kohli,5,6,0
Mandeep Singh,CJ McKay,14,6,0
AM Rahane,MJ McClenaghan,76,55,2
GC Smith,SL Malinga,8,8,0
Ankit Sharma,JJ Bumrah,3,3,0
RA Tripathi,PP Chawla,7,8,2
DA Miller,IK Pathan,7,12,0
UT Yadav,R Ashwin,0,3,1
KS Williamson,M Ali,22,12,0
M Ur Rahman,DS Kulkarni,0,1,0
Shoaib Malik,DJ Thornely,3,4,0
SE Marsh,AB McDonald,9,7,2
Yuvraj Singh,Kuldeep Yadav,39,16,0
SS Tiwary,AD Mascarenhas,6,6,0
M Manhas,IK Pathan,12,9,0
SR Watson,K Ahmed,20,13,0
EJG Morgan,MS Gony,6,4,0
PR Shah,SB Joshi,8,6,0
VVS Laxman,SD Chitnis,6,4,0
ST Jayasuriya,Sohail Tanvir,10,16,0
R Sathish,A Mishra,19,11,0
Gurkeerat Singh,BCJ Cutting,1,1,0
DJ Hussey,DE Bollinger,0,3,0
Yuvraj Singh,R Sharma,19,15,0
STR Binny,Mohammed Shami,21,8,0
Yuvraj Singh,S Aravind,21,11,0
AB de Villiers,B Lee,5,3,0
B Akhil,JDP Oram,1,2,1
KM Jadhav,AJ Tye,24,13,0
AP Tare,WD Parnell,0,2,1
SE Marsh,GJ Maxwell,1,2,0
MK Pandey,MM Patel,41,23,0
KD Karthik,L Balaji,25,22,2
SS Tiwary,Gurkeerat Singh,7,5,1
AB de Villiers,SR Tendulkar,19,6,0
SPD Smith,NLTC Perera,3,7,0
AC Gilchrist,JD Unadkat,18,13,0
CH Gayle,H Gurney,2,4,0
J Botha,AB Agarkar,4,3,1
LA Pomersbach,SK Raina,2,4,0
KD Karthik,GB Hogg,17,7,1
SR Watson,A Kumble,45,33,0
HH Pandya,S Sharma,2,3,0
Mandeep Singh,DT Christian,18,12,0
TL Suman,DJ Bravo,8,9,1
RE van der Merwe,PP Ojha,19,10,1
SS Tiwary,T Thushara,3,7,0
RG Sharma,SK Raina,41,30,1
Mandeep Singh,JD Ryder,7,7,1
DS Kulkarni,VRV Singh,1,5,0
SK Warne,PJ Sangwan,5,5,0
RA Jadeja,SW Tait,1,4,0
Sandeep Sharma,S Kaul,3,2,0
YK Pathan,S Gopal,1,1,0
MJ Guptill,Washington Sundar,0,1,1
CJ Anderson,HV Patel,2,3,0
BA Stokes,Kuldeep Yadav,21,20,1
R Bhatia,PP Ojha,0,1,1
Iqbal Abdulla,KK Cooper,1,2,0
KL Rahul,CR Woakes,18,9,0
AM Nayar,L Balaji,4,5,0
DPMD Jayawardene,SR Watson,8,16,0
Y Venugopal Rao,DP Nannes,0,2,0
SA Yadav,MM Sharma,8,6,1
KS Williamson,K Khejroliya,17,9,0
GJ Bailey,Yuvraj Singh,12,9,0
A Nehra,S Sreesanth,1,3,0
SS Shaikh,J Botha,1,5,0
LRPL Taylor,A Mishra,45,29,1
AJ Finch,KH Pandya,23,23,0
JH Kallis,BAW Mendis,9,9,0
DJ Harris,VR Aaron,5,3,0
S Badrinath,J Syed Mohammad,3,8,1
AD Mathews,HV Patel,1,3,0
SPD Smith,PV Tambe,2,2,0
AD Russell,DL Chahar,6,6,0
JH Kallis,Shoaib Malik,1,3,0
DB Das,S Nadeem,14,17,0
JC Buttler,P Krishna,12,11,0
SE Marsh,I Sharma,13,17,0
K Rabada,KH Pandya,2,2,0
SV Samson,Harbhajan Singh,56,41,0
N Saini,R Ashwin,1,1,0
R Ashwin,BB Sran,8,8,1
M Manhas,AD Mascarenhas,7,5,1
M Vohra,R Tewatia,1,3,0
SS Tiwary,AD Mathews,37,28,0
MN Samuels,SK Raina,5,6,0
M Manhas,JD Unadkat,2,3,0
DW Steyn,STR Binny,2,2,0
RA Tripathi,GJ Maxwell,3,2,0
Shahid Afridi,M Muralitharan,0,1,0
G Gambhir,P Awana,21,16,0
SB Styris,VRV Singh,1,2,0
UA Birla,L Balaji,2,6,0
V Sehwag,B Akhil,16,6,0
V Sehwag,SP Narine,23,12,0
A Kumble,JA Morkel,2,1,0
HM Amla,CJ Jordan,3,3,0
AB de Villiers,SJ Srivastava,7,5,0
AB Agarkar,Sohail Tanvir,13,7,0
AC Voges,A Kumble,3,3,0
MA Agarwal,Mohammad Nabi,15,11,0
V Kohli,R Bhatia,40,26,0
SR Tendulkar,Pankaj Singh,11,7,0
Sunny Singh,S Randiv,2,3,1
C Munro,DS Kulkarni,0,1,1
MN Samuels,NLTC Perera,4,4,1
DJ Bravo,CJ Jordan,5,2,0
Y Nagar,KK Cooper,2,5,0
MK Pandey,R Dhawan,21,16,0
SR Watson,Anureet Singh,13,8,0
A Flintoff,Harbhajan Singh,2,5,1
G Gambhir,DJ Hussey,17,10,0
DPMD Jayawardene,RJ Harris,27,26,0
A Ashish Reddy,Parvez Rasool,18,9,0
CH Morris,PP Ojha,1,3,0
ND Doshi,BJ Hodge,0,3,0
N Rana,Mustafizur Rahman,9,6,0
AC Gilchrist,YK Pathan,32,40,2
KD Karthik,M de Lange,1,3,1
BB McCullum,A Kumble,11,21,1
FY Fazal,Harbhajan Singh,0,1,0
SV Samson,SK Raina,8,3,0
SK Raina,Sohail Tanvir,24,14,0
M Vijay,IK Pathan,34,33,0
BJ Rohrer,P Kumar,3,3,0
SE Marsh,VS Malik,8,6,1
CR Brathwaite,JD Unadkat,4,2,1
N Saini,RP Singh,17,17,0
SB Joshi,SC Ganguly,1,1,0
Yuvraj Singh,Joginder Sharma,1,2,1
V Kohli,SB Styris,16,9,0
AB de Villiers,JEC Franklin,7,4,0
V Sehwag,PJ Sangwan,16,5,0
V Kohli,STR Binny,3,4,0
M Manhas,RA Jadeja,2,3,0
Yuvraj Singh,Parvez Rasool,14,14,2
R Dhawan,AB Dinda,6,8,0
MJ Lumb,T Thushara,4,4,0
K Goel,DJ Hussey,6,6,0
R Vinay Kumar,KA Pollard,12,8,0
IK Pathan,KH Pandya,0,1,1
R Vinay Kumar,CRD Fernando,14,10,1
AS Raut,Pankaj Singh,2,2,0
PC Valthaty,Harbhajan Singh,12,15,0
AM Rahane,N Saini,10,7,0
NV Ojha,DJ Bravo,6,15,1
IK Pathan,AD Mascarenhas,2,2,0
KP Pietersen,MF Maharoof,0,5,0
Gurkeerat Singh,S Sreesanth,2,6,0
NV Ojha,R Vinay Kumar,28,24,0
Mohammad Asif,RA Jadeja,0,1,0
JC Buttler,VR Aaron,16,8,0
Shakib Al Hasan,RA Jadeja,34,23,1
SK Raina,S Mavi,3,3,0
CA Lynn,S Aravind,1,3,0
Sachin Baby,Bipul Sharma,1,3,1
R Sathish,JA Morkel,10,14,2
BA Stokes,S Nadeem,7,8,0
Mohammed Siraj,B Laughlin,5,4,0
HH Gibbs,SW Tait,4,2,0
A Hales,TG Southee,7,3,1
CJ Anderson,Shakib Al Hasan,23,9,0
PA Patel,S Kaul,13,13,1
MM Sharma,AR Patel,0,1,0
AP Majumdar,HV Patel,9,10,1
PP Ojha,A Mishra,0,1,1
NV Ojha,CH Gayle,2,2,0
AT Rayudu,JP Duminy,7,13,0
SR Watson,Kuldeep Yadav,12,4,0
S Badrinath,M Kartik,64,47,0
Yuvraj Singh,R Sathish,5,2,0
WPUJC Vaas,VY Mahesh,11,5,0
